timestamp,s_CPU (%),s_MEM (%),s_pods,decision_action,decision_action_by,epsilon,s'_CPU (%),s'_MEM (%),s'_pods,s'_latency (ms),s'_drop_packets (%),is_done,reward
2024-12-23 17:41:44.430862,5.0,102.13,3,1,Policy,0.5,24.88,94.74,4,2947.5,0.0,True,-1.31371
2024-12-23 17:41:44.441857,13.53,104.02,4,0,Random,0.5,5.77,104.58,4,1262.3333333333333,0.0,True,-1.048678
2024-12-23 17:41:44.457858,2.1,103.26,4,0,Random,0.5,2.1,103.26,4,1400.6666666666667,0.0,True,-1.076934
2024-12-23 17:41:44.714620,12.86,106.32,4,0,Policy,0.5,0.14,106.32,4,1949.3333333333333,0.0,True,-1.174928
2024-12-23 17:41:44.769617,2.59,104.85,4,0,Policy,0.5,2.59,104.85,4,1375.8333333333333,0.0,True,-1.071983
2024-12-23 17:41:44.825122,6.9,102.72,4,1,Policy,0.5,17.73,91.95,5,2330.5,0.0,True,-1.33903
2024-12-23 17:41:44.882641,1.87,89.2,5,-1,Random,0.5,1.26,87.78,4,2073.833333333333,0.0,True,-1.194613
2024-12-23 17:41:44.949151,11.18,87.47,4,0,Policy,0.5,1.54,90.37,4,815.0,0.0,True,-0.94379
2024-12-23 17:41:45.016146,12.2,89.72,4,1,Policy,0.5,9.12,88.22,5,1930.0,0.0,True,-1.278033
2024-12-23 17:41:45.071145,3.9,88.89,5,-1,Policy,0.5,1.46,92.08,4,809.6666666666666,0.0,True,-0.942389
2024-12-23 17:41:45.161140,7.12,91.88,4,0,Random,0.5,7.12,91.88,4,2707.333333333333,0.0,True,-1.283826
2024-12-23 17:41:45.242786,4.99,91.42,4,0,Policy,0.5,4.99,91.42,4,889.1666666666666,0.0,True,-0.962857
2024-12-23 17:41:45.341781,2.41,102.34,4,0,Random,0.5,2.41,102.34,4,5517.333333333333,0.0,True,-1.552413
2024-12-23 17:41:45.573337,29.61,94.57,4,-1,Random,0.5,23.82,91.07,3,1135.8333333333333,0.0,True,-0.884321
2024-12-23 17:41:45.626368,4.28,87.89,3,-1,Policy,0.5,6.35,85.64,2,801.3333333333334,0.0,True,-0.610192
2024-12-23 17:41:45.685403,14.08,81.36,2,-1,Random,0.5,15.11,69.31,1,875.0,0.0,True,-0.299274
2024-12-23 17:41:45.917139,5.72,73.79,1,0,Policy,0.5,5.72,73.79,1,751.0,0.0,True,-0.266699
2024-12-23 17:41:45.994651,10.46,74.55,1,0,Policy,0.5,10.46,74.55,1,823.0,0.0,True,-0.285884
2024-12-23 17:41:46.078238,36.8,75.86,1,1,Random,0.5,23.51,71.1,2,1110.5,0.0,True,-0.685603
2024-12-23 17:41:46.141261,7.38,90.09,2,-1,Random,0.5,7.9,77.96,1,764.6666666666666,0.0,True,-0.270401
2024-12-23 17:41:46.199802,40.15,77.23,1,1,Random,0.5,34.34,72.64,2,1042.3333333333333,0.0,True,-0.669972
2024-12-23 17:41:46.248826,7.48,89.44,2,1,Policy,0.5,10.61,82.44,3,2290.1666666666665,0.0,True,-1.090031
2024-12-23 17:41:46.293823,1.75,94.66,3,0,Random,0.5,2.66,97.85,3,848.1666666666666,0.0,True,-0.815449
2024-12-23 17:41:46.345821,13.07,95.68,3,-1,Random,0.5,16.72,92.75,2,988.5,0.0,True,-0.657255
2024-12-23 17:41:46.387821,6.78,92.86,2,-1,Random,0.5,12.01,79.64,1,763.0,0.0,True,-0.269951
2024-12-23 17:41:46.445329,6.69,75.32,1,0,Policy,0.5,6.69,75.32,1,786.5,0.0,True,-0.276255
2024-12-23 17:41:46.497326,6.07,77.61,1,1,Policy,0.5,0.13,72.4,2,935.3333333333334,0.0,True,-0.644352
2024-12-23 17:41:46.539322,20.36,73.74,2,-1,Random,0.5,7.81,78.23,1,856.1666666666666,0.0,True,-0.294468
2024-12-23 17:41:46.586321,7.14,81.79,1,1,Policy,0.5,0.19,68.24,2,1898.0,0.0,True,-0.836569
2024-12-23 17:41:46.631319,38.06,93.94,2,0,Random,0.5,38.06,93.94,2,2069.833333333333,0.0,True,-0.863993
2024-12-23 17:41:46.668318,11.4,95.34,2,-1,Random,0.5,0.15,81.29,1,794.0,0.0,True,-0.278249
2024-12-23 17:41:46.712345,8.6,74.9,1,1,Policy,0.5,78.53,75.1,2,2434.6666666666665,0.0,True,-0.917456
2024-12-23 17:41:46.756344,9.98,92.06,2,-1,Random,0.5,10.52,78.79,1,1250.1666666666667,0.0,True,-0.386111
2024-12-23 17:41:46.813340,7.47,75.33,1,1,Policy,0.5,51.2,72.83,2,2351.1666666666665,0.0,True,-0.905739
2024-12-23 17:41:46.863338,19.14,71.87,2,-1,Random,0.5,27.39,79.26,1,828.1666666666666,0.0,True,-0.287231
2024-12-23 17:41:46.910336,5.65,82.65,1,1,Policy,0.5,20.65,72.9,2,1960.5,0.0,True,-0.846727
2024-12-23 17:41:47.035330,9.2,90.16,2,-1,Policy,0.5,0.15,76.06,1,875.5,0.0,True,-0.299401
2024-12-23 17:41:47.162351,6.34,77.23,1,1,Policy,0.5,67.36,96.04,2,3716.6666666666665,0.0,True,-1.068463
2024-12-23 17:41:47.246865,31.64,102.24,2,-1,Policy,0.5,0.14,80.0,1,844.6666666666666,0.0,True,-0.291509
2024-12-23 17:41:47.307864,0.14,80.44,1,0,Policy,0.5,0.14,80.44,1,943.6666666666666,0.0,True,-0.316398
2024-12-23 17:41:47.358859,0.19,57.39,1,0,Policy,0.5,0.19,57.39,1,987.6666666666666,0.0,True,-0.327055
2024-12-23 17:41:47.410855,9.14,80.16,1,0,Policy,0.5,9.14,80.16,1,981.8333333333334,0.0,True,-0.325656
2024-12-23 17:41:47.463854,9.65,77.18,1,1,Policy,0.5,18.25,72.08,2,1642.0,0.0,True,-0.792538
2024-12-23 17:41:47.514377,5.57,87.49,2,-1,Random,0.5,0.19,77.18,1,1042.5,0.0,True,-0.340011
2024-12-23 17:41:47.562374,111.4,109.9,1,1,Policy,0.5,21.29,75.94,2,1670.8333333333333,0.0,True,-0.797706
2024-12-23 17:41:47.615372,13.38,91.01,2,0,Random,0.5,2.28,88.62,2,1623.1666666666667,0.0,True,-0.789132
2024-12-23 17:41:47.664370,3.7,94.48,2,0,Policy,0.5,8.42,91.96,2,4370.833333333333,0.0,True,-1.130298
2024-12-23 17:41:47.721368,53.04,112.12,2,-1,Random,0.5,77.07,84.91,1,840.5,0.0,True,-0.290432
2024-12-23 17:41:47.801363,11.18,76.24,1,0,Policy,0.5,11.18,76.24,1,836.0,0.0,True,-0.289267
2024-12-23 17:41:47.876360,39.51,84.15,1,1,Policy,0.5,75.86,96.71,2,1031.6666666666667,0.0,True,-0.667479
2024-12-23 17:41:47.939440,5.66,72.93,2,-1,Policy,0.5,3.2,80.3,1,798.0,0.0,True,-0.27931
2024-12-23 17:41:48.005437,10.9,82.76,1,1,Policy,0.5,49.16,74.12,2,1655.1666666666667,0.0,True,-0.794905
2024-12-23 17:41:48.066435,11.02,94.04,2,-1,Random,0.5,5.27,75.5,1,950.8333333333334,0.0,True,-0.31815
2024-12-23 17:41:48.120495,6.09,76.53,1,1,Policy,0.5,58.48,82.54,2,3053.5,0.0,True,-0.996325
2024-12-23 17:41:48.170497,10.22,114.39,2,-1,Random,0.5,6.75,78.74,1,998.5,0.0,True,-0.329643
2024-12-23 17:41:48.229489,12.22,79.9,1,1,Policy,0.5,16.45,73.64,2,3583.6666666666665,0.0,True,-1.054846
2024-12-23 17:41:48.278489,18.6,93.1,2,0,Policy,0.5,3.02,92.69,2,941.3333333333334,0.0,True,-0.645826
2024-12-23 17:41:48.324484,6.72,93.52,2,-1,Random,0.5,0.16,80.96,1,880.8333333333334,0.0,True,-0.300753
2024-12-23 17:41:48.374482,17.41,80.89,1,1,Policy,0.5,0.16,73.8,2,2922.0,0.0,True,-0.980625
2024-12-23 17:41:48.425480,12.79,109.21,2,1,Policy,0.5,10.51,83.96,3,3857.1666666666665,0.0,True,-1.275476
2024-12-23 17:41:48.473480,6.92,90.65,2,-1,Random,0.5,13.68,72.79,1,782.6666666666666,0.0,True,-0.275232
2024-12-23 17:41:48.527532,10.84,74.79,1,0,Policy,0.5,0.15,63.39,1,735.6666666666666,0.0,True,-0.262512
2024-12-23 17:41:48.581530,35.71,75.21,1,0,Policy,0.5,35.71,75.21,1,796.6666666666666,0.0,True,-0.278957
2024-12-23 17:41:48.644528,8.45,78.04,1,0,Policy,0.5,8.45,78.04,1,790.1666666666666,0.0,True,-0.277231
2024-12-23 17:41:48.693526,8.13,74.82,1,1,Policy,0.5,58.64,102.64,2,1706.8333333333333,0.0,True,-0.80408
2024-12-23 17:41:48.746523,8.36,95.85,2,0,Policy,0.5,8.36,95.85,2,1413.0,0.0,True,-0.749373
2024-12-23 17:41:48.792520,4.34,91.52,2,-1,Random,0.5,0.18,76.1,1,1012.8333333333334,0.0,True,-0.333045
2024-12-23 17:41:48.840518,71.33,79.44,1,1,Policy,0.5,0.18,74.62,2,1792.3333333333333,0.0,True,-0.818885
2024-12-23 17:41:48.887075,8.25,93.55,2,0,Policy,0.5,2.7,92.68,2,1394.0,0.0,True,-0.74561
2024-12-23 17:41:48.938220,33.78,94.54,2,-1,Random,0.5,7.61,75.66,1,879.5,0.0,True,-0.300415
2024-12-23 17:41:48.984257,0.15,78.48,1,1,Policy,0.5,16.57,72.82,2,3882.5,0.0,True,-1.084915
2024-12-23 17:41:49.030256,17.12,91.7,2,-1,Policy,0.5,25.48,80.98,1,817.3333333333334,0.0,True,-0.284402
2024-12-23 17:41:49.085252,8.52,76.19,1,1,Policy,0.5,1.24,78.22,2,1520.8333333333333,0.0,True,-0.770187
2024-12-23 17:41:49.149247,55.54,92.73,2,-1,Random,0.5,0.14,77.54,1,1014.3333333333334,0.0,True,-0.3334
2024-12-23 17:41:49.198246,8.89,77.42,1,0,Policy,0.5,8.89,77.42,1,960.8333333333334,0.0,True,-0.320584
2024-12-23 17:41:49.245760,48.52,82.06,1,0,Policy,0.5,48.52,82.06,1,1472.6666666666667,0.0,True,-0.431002
2024-12-23 17:41:49.288757,7.62,79.21,1,0,Policy,0.5,7.62,79.21,1,889.3333333333334,0.0,True,-0.302899
2024-12-23 17:41:49.331793,7.04,74.9,1,0,Policy,0.5,8.29,76.14,1,1194.0,0.0,True,-0.374076
2024-12-23 17:41:49.387157,40.08,77.14,1,1,Policy,0.5,16.66,72.34,2,2313.833333333333,0.0,True,-0.900405
2024-12-23 17:41:49.441390,3.42,91.76,2,-1,Policy,0.5,10.62,76.52,1,866.3333333333334,0.0,True,-0.297068
2024-12-23 17:41:49.497003,44.21,81.04,1,1,Policy,0.5,77.59,73.8,2,3184.6666666666665,0.0,True,-1.011487
2024-12-23 17:41:49.562001,17.12,121.04,2,-1,Random,0.5,0.16,82.92,1,762.8333333333334,0.0,True,-0.269906
2024-12-23 17:41:49.618997,5.18,73.87,1,0,Policy,0.5,5.18,73.87,1,1226.8333333333333,0.0,True,-0.381148
2024-12-23 17:41:49.684123,11.16,79.84,1,1,Policy,0.5,18.78,73.42,2,1082.1666666666667,0.0,True,-0.679168
2024-12-23 17:41:49.739121,7.47,91.5,2,-1,Random,0.5,0.12,76.73,1,885.3333333333334,0.0,True,-0.30189
2024-12-23 17:41:49.797118,9.2,77.5,1,0,Policy,0.5,9.2,77.5,1,870.1666666666666,0.0,True,-0.298045
2024-12-23 17:41:49.855202,7.8,78.59,1,0,Policy,0.5,7.8,78.59,1,799.6666666666666,0.0,True,-0.279751
2024-12-23 17:41:49.909889,42.91,127.56,1,0,Policy,0.5,42.91,127.56,1,764.3333333333334,0.0,True,-0.270311
2024-12-23 17:41:49.964887,8.91,79.28,1,0,Policy,0.5,8.91,79.28,1,756.6666666666666,0.0,True,-0.268237
2024-12-23 17:41:50.021884,4.28,85.89,1,0,Policy,0.5,4.28,85.89,1,763.8333333333334,0.0,True,-0.270176
2024-12-23 17:41:50.074881,0.13,82.89,1,1,Policy,0.5,17.98,74.94,2,874.6666666666666,0.0,True,-0.629189
2024-12-23 17:41:50.129001,6.54,91.5,2,-1,Random,0.5,5.32,81.54,1,739.5,0.0,True,-0.263562
2024-12-23 17:41:50.179999,23.15,80.4,1,1,Policy,0.5,0.14,74.1,2,920.3333333333334,0.0,True,-0.640648
2024-12-23 17:41:50.244090,4.76,86.21,2,-1,Random,0.5,4.86,78.81,1,755.3333333333334,0.0,True,-0.267876
2024-12-23 17:41:50.303224,8.54,80.25,1,0,Policy,0.5,8.54,80.25,1,681.5,0.0,True,-0.247417
2024-12-23 17:41:50.352221,8.82,80.73,1,1,Policy,0.5,0.14,72.75,2,1035.5,0.0,True,-0.668376
2024-12-23 17:41:50.401219,2.72,95.14,2,-1,Random,0.5,0.13,82.76,1,669.0,0.0,True,-0.243865
2024-12-23 17:41:50.448297,10.01,80.01,1,0,Policy,0.5,0.14,63.38,1,714.0,0.0,True,-0.256531
2024-12-23 17:41:50.497879,15.58,76.55,1,1,Policy,0.5,0.14,61.36,2,861.5,0.0,True,-0.625834
2024-12-23 17:41:50.624149,6.77,95.29,2,-1,Policy,0.5,0.12,75.3,1,724.0,0.0,True,-0.259301
2024-12-23 17:41:50.746143,4.23,77.64,1,0,Policy,0.5,4.23,77.64,1,726.5,0.0,True,-0.259991
2024-12-23 17:41:50.823655,6.64,78.81,1,0,Policy,0.5,6.64,78.81,1,691.3333333333334,0.0,True,-0.250193
2024-12-23 17:41:50.883652,42.94,85.59,1,0,Random,0.5,42.94,85.59,1,693.1666666666666,0.0,True,-0.250709
2024-12-23 17:41:50.938651,5.04,83.26,1,1,Policy,0.5,0.14,75.12,2,819.1666666666666,0.0,True,-0.614882
2024-12-23 17:41:50.988647,22.46,95.14,2,1,Policy,0.5,0.13,86.9,3,1228.6666666666667,0.0,True,-0.904577
2024-12-23 17:41:51.031644,4.0,94.4,3,0,Policy,0.5,4.0,94.4,3,824.5,0.0,True,-0.809313
2024-12-23 17:41:51.084153,13.0,100.19,3,-1,Random,0.5,2.44,95.92,2,730.6666666666666,0.0,True,-0.591138
2024-12-23 17:41:51.141174,4.84,93.52,2,-1,Random,0.5,0.13,81.07,1,697.3333333333334,0.0,True,-0.251879
2024-12-23 17:41:51.224683,8.7,79.59,1,0,Policy,0.5,4.97,78.54,1,718.3333333333334,0.0,True,-0.257733
2024-12-23 17:41:51.303679,14.27,84.83,1,1,Policy,0.5,0.14,76.02,2,889.5,0.0,True,-0.632941
2024-12-23 17:41:51.365676,5.56,102.7,2,-1,Random,0.5,7.12,78.42,1,668.1666666666666,0.0,True,-0.243627
2024-12-23 17:41:51.426330,5.36,81.13,1,1,Policy,0.5,0.14,73.96,2,857.8333333333334,0.0,True,-0.624895
2024-12-23 17:41:51.478328,12.06,87.77,2,-1,Random,0.5,8.45,77.39,1,814.0,0.0,True,-0.283528
2024-12-23 17:41:51.543413,5.66,76.66,1,0,Policy,0.5,5.66,76.66,1,788.3333333333334,0.0,True,-0.276743
2024-12-23 17:41:51.613343,11.34,78.77,1,0,Policy,0.5,11.34,78.77,1,821.0,0.0,True,-0.285361
2024-12-23 17:41:51.690337,20.68,81.58,1,0,Policy,0.5,20.68,81.58,1,773.6666666666666,0.0,True,-0.272823
2024-12-23 17:41:51.754130,8.53,79.19,1,1,Policy,0.5,18.1,73.9,2,1174.5,0.0,True,-0.699826
2024-12-23 17:41:51.827211,9.43,94.54,2,-1,Random,0.5,11.86,79.32,1,782.1666666666666,0.0,True,-0.275099
2024-12-23 17:41:51.911791,10.35,75.93,1,1,Policy,0.5,13.59,71.08,2,879.3333333333334,0.0,True,-0.630373
2024-12-23 17:41:51.952788,7.39,91.7,2,-1,Policy,0.5,0.12,81.29,1,708.6666666666666,0.0,True,-0.255047
2024-12-23 17:41:51.992785,15.73,77.04,1,0,Policy,0.5,15.73,77.04,1,714.3333333333334,0.0,True,-0.256624
2024-12-23 17:41:52.043376,6.0,74.15,1,1,Policy,0.5,6.98,73.24,2,737.5,0.0,True,-0.593014
2024-12-23 17:41:52.122372,8.47,90.09,2,1,Policy,0.5,0.13,79.83,3,995.5,0.0,True,-0.851965
2024-12-23 17:41:52.210368,3.63,83.8,3,1,Policy,0.5,37.78,101.91,4,903.0,0.0,True,-0.966331
2024-12-23 17:41:52.275914,2.77,97.33,4,0,Policy,0.5,2.35,98.55,4,941.8333333333334,0.0,True,-0.975948
2024-12-23 17:41:52.401517,1.48,95.46,4,-1,Policy,0.5,0.12,91.23,3,973.1666666666666,0.0,True,-0.846607
2024-12-23 17:41:52.449513,14.36,98.75,3,1,Policy,0.5,6.86,82.84,4,1330.6666666666667,0.0,True,-1.062845
2024-12-23 17:41:52.510024,1.58,93.7,4,-1,Random,0.5,4.03,97.45,3,899.1666666666666,0.0,True,-0.828409
2024-12-23 17:41:52.571021,26.71,113.7,3,-1,Random,0.5,5.78,93.29,2,708.3333333333334,0.0,True,-0.584955
2024-12-23 17:41:52.625098,3.34,96.04,2,0,Policy,0.5,2.84,96.24,2,698.5,0.0,True,-0.582206
2024-12-23 17:41:52.687094,5.36,88.98,2,-1,Random,0.5,4.9,79.3,1,686.8333333333334,0.0,True,-0.248925
2024-12-23 17:41:52.736126,7.72,80.89,1,1,Policy,0.5,17.36,75.07,2,882.3333333333334,0.0,True,-0.631132
2024-12-23 17:41:52.781155,5.72,92.74,2,-1,Random,0.5,0.13,80.98,1,747.0,0.0,True,-0.26561
2024-12-23 17:41:52.837008,29.63,78.25,1,0,Policy,0.5,19.22,78.34,1,713.3333333333334,0.0,True,-0.256346
2024-12-23 17:41:52.881006,12.8,81.03,1,0,Random,0.5,12.8,81.03,1,775.6666666666666,0.0,True,-0.273359
2024-12-23 17:41:52.933809,7.94,78.16,1,1,Policy,0.5,40.7,71.8,2,886.5,0.0,True,-0.632185
2024-12-23 17:41:52.982808,4.12,84.9,2,-1,Random,0.5,0.13,64.35,1,701.6666666666666,0.0,True,-0.253093
2024-12-23 17:41:53.026976,4.65,78.34,1,1,Policy,0.5,58.78,103.18,2,796.3333333333334,0.0,True,-0.608868
2024-12-23 17:41:53.072971,6.4,89.38,2,-1,Policy,0.5,0.13,72.53,1,675.6666666666666,0.0,True,-0.245763
2024-12-23 17:41:53.119083,10.03,73.97,1,0,Policy,0.5,10.03,73.97,1,700.1666666666666,0.0,True,-0.252673
2024-12-23 17:41:53.170082,15.79,78.33,1,1,Policy,0.5,0.14,72.66,2,864.6666666666666,0.0,True,-0.626643
2024-12-23 17:41:53.224442,5.8,91.98,2,-1,Policy,0.5,0.13,80.77,1,688.3333333333334,0.0,True,-0.249348
2024-12-23 17:41:53.282438,5.06,68.11,1,0,Policy,0.5,9.32,76.96,1,701.8333333333334,0.0,True,-0.25314
2024-12-23 17:41:53.337436,0.15,75.34,1,0,Policy,0.5,0.15,75.34,1,798.6666666666666,0.0,True,-0.279486
2024-12-23 17:41:53.383435,14.36,80.44,1,1,Policy,0.5,14.61,73.52,2,878.1666666666666,0.0,True,-0.630077
2024-12-23 17:41:53.430557,3.44,83.68,2,0,Policy,0.5,3.44,83.68,2,1042.1666666666667,0.0,True,-0.669933
2024-12-23 17:41:53.483553,33.24,93.6,2,-1,Random,0.5,0.14,75.07,1,702.8333333333334,0.0,True,-0.253419
2024-12-23 17:41:53.532151,7.34,75.16,1,1,Policy,0.5,13.22,70.96,2,886.6666666666666,0.0,True,-0.632227
2024-12-23 17:41:53.580150,27.01,103.41,2,0,Policy,0.5,27.01,103.41,2,759.0,0.0,True,-0.598869
2024-12-23 17:41:53.626765,5.66,92.84,2,-1,Random,0.5,6.42,74.85,1,669.1666666666666,0.0,True,-0.243912
2024-12-23 17:41:53.677763,7.68,79.62,1,0,Policy,0.5,7.68,79.62,1,901.3333333333334,0.0,True,-0.305914
2024-12-23 17:41:53.722762,10.82,79.61,1,1,Policy,0.5,17.26,73.8,2,975.6666666666666,0.0,True,-0.654172
2024-12-23 17:41:53.781758,7.48,93.38,2,1,Policy,0.5,0.14,84.06,3,867.5,0.0,True,-0.820403
2024-12-23 17:41:53.830755,3.71,97.35,3,-1,Policy,0.5,3.4,95.1,2,843.0,0.0,True,-0.621079
2024-12-23 17:41:53.871755,11.69,94.0,2,0,Policy,0.5,13.11,93.96,2,987.0,0.0,True,-0.656895
2024-12-23 17:41:53.923864,34.92,94.64,2,-1,Policy,0.5,16.34,85.32,1,670.3333333333334,0.0,True,-0.244245
2024-12-23 17:41:53.979862,8.11,125.68,1,1,Random,0.5,33.7,74.71,2,802.1666666666666,0.0,True,-0.610412
2024-12-23 17:41:54.029081,9.76,90.18,2,1,Policy,0.5,39.11,91.47,3,1194.8333333333333,0.0,True,-0.897294
2024-12-23 17:41:54.082078,4.15,106.69,3,-1,Random,0.5,0.12,93.96,2,807.8333333333334,0.0,True,-0.611906
2024-12-23 17:41:54.127105,6.19,92.24,2,1,Policy,0.5,22.83,112.06,3,868.3333333333334,0.0,True,-0.820616
2024-12-23 17:41:54.231100,3.45,88.36,3,-1,Policy,0.5,4.14,83.61,2,725.3333333333334,0.0,True,-0.589669
2024-12-23 17:41:54.302652,4.37,89.56,2,-1,Random,0.5,4.59,76.69,1,680.6666666666666,0.0,True,-0.247181
2024-12-23 17:41:54.368648,29.85,78.4,1,0,Policy,0.5,29.85,78.4,1,704.3333333333334,0.0,True,-0.253838
2024-12-23 17:41:54.434649,52.13,85.21,1,0,Policy,0.5,52.13,85.21,1,672.6666666666666,0.0,True,-0.244909
2024-12-23 17:41:54.501862,11.81,76.5,1,1,Policy,0.5,16.7,72.58,2,877.0,0.0,True,-0.629781
2024-12-23 17:41:54.559117,21.22,98.23,2,1,Policy,0.5,18.58,86.38,3,764.1666666666666,0.0,True,-0.793303
2024-12-23 17:41:54.619233,1.76,81.8,3,-1,Random,0.5,2.68,91.75,2,680.8333333333334,0.0,True,-0.577228
2024-12-23 17:41:54.684230,2.68,91.06,2,-1,Random,0.5,0.12,76.22,1,754.3333333333334,0.0,True,-0.267605
2024-12-23 17:41:54.747865,4.27,80.11,1,0,Policy,0.5,4.27,80.11,1,699.3333333333334,0.0,True,-0.25244
2024-12-23 17:41:54.804864,25.22,84.97,1,1,Policy,0.5,0.14,72.92,2,891.8333333333334,0.0,True,-0.633529
2024-12-23 17:41:54.853527,3.85,96.6,2,-1,Random,0.5,0.13,82.64,1,767.8333333333334,0.0,True,-0.271254
2024-12-23 17:41:54.899129,41.21,84.02,1,0,Policy,0.5,5.12,78.34,1,733.8333333333334,0.0,True,-0.262009
2024-12-23 17:41:54.943128,27.41,92.38,1,0,Policy,0.5,27.41,92.38,1,723.3333333333334,0.0,True,-0.259117
2024-12-23 17:41:54.997125,9.37,80.14,1,0,Policy,0.5,6.47,78.31,1,773.6666666666666,0.0,True,-0.272823
2024-12-23 17:41:55.053733,9.81,79.49,1,1,Policy,0.5,58.5,89.91,2,786.1666666666666,0.0,True,-0.606166
2024-12-23 17:41:55.123729,4.14,88.85,2,1,Policy,0.5,15.23,83.56,3,962.0,0.0,True,-0.843905
2024-12-23 17:41:55.175726,3.32,86.0,3,-1,Random,0.5,11.98,90.83,2,807.6666666666666,0.0,True,-0.611862
2024-12-23 17:41:55.235899,7.07,90.56,2,-1,Random,0.5,4.2,81.0,1,677.8333333333334,0.0,True,-0.246378
2024-12-23 17:41:55.308445,7.99,80.13,1,0,Policy,0.5,7.99,80.13,1,662.0,0.0,True,-0.241864
2024-12-23 17:41:55.414273,36.93,78.98,1,0,Policy,0.5,36.93,78.98,1,738.0,0.0,True,-0.263151
2024-12-23 17:41:55.463272,42.54,105.62,1,1,Policy,0.5,24.48,75.43,2,862.8333333333334,0.0,True,-0.626175
2024-12-23 17:41:55.518783,20.44,119.07,2,1,Policy,0.5,29.04,85.21,3,1022.3333333333334,0.0,True,-0.858324
2024-12-23 17:41:55.563807,6.87,95.52,3,-1,Policy,0.5,5.22,95.23,2,772.3333333333334,0.0,True,-0.602464
2024-12-23 17:41:55.621803,4.98,93.34,2,0,Policy,0.5,4.6,91.76,2,759.5,0.0,True,-0.599005
2024-12-23 17:41:55.674802,5.04,92.68,2,-1,Random,0.5,0.13,76.85,1,798.3333333333334,0.0,True,-0.279398
2024-12-23 17:41:55.731334,14.39,80.27,1,1,Policy,0.5,0.14,74.14,2,837.1666666666666,0.0,True,-0.619569
2024-12-23 17:41:55.781331,3.58,72.36,2,-1,Random,0.5,5.29,72.66,1,798.8333333333334,0.0,True,-0.27953
2024-12-23 17:41:55.830936,47.56,83.41,1,0,Policy,0.5,5.23,80.05,1,726.3333333333334,0.0,True,-0.259945
2024-12-23 17:41:55.882934,24.06,79.51,1,0,Random,0.5,24.06,79.51,1,679.1666666666666,0.0,True,-0.246756
2024-12-23 17:41:55.934015,5.62,80.63,1,1,Policy,0.5,47.33,73.02,2,803.6666666666666,0.0,True,-0.610808
2024-12-23 17:41:56.003011,5.14,90.58,2,-1,Random,0.5,5.95,78.19,1,634.8333333333334,0.0,True,-0.234017
2024-12-23 17:41:56.065007,7.82,80.18,1,0,Policy,0.5,7.82,80.18,1,690.0,0.0,True,-0.249818
2024-12-23 17:41:56.179715,30.82,80.2,1,0,Random,0.5,30.82,80.2,1,813.8333333333334,0.0,True,-0.283484
2024-12-23 17:41:56.268394,41.03,78.0,1,0,Policy,0.5,21.52,80.74,1,735.6666666666666,0.0,True,-0.262512
2024-12-23 17:41:56.334391,8.5,82.46,1,0,Policy,0.5,8.5,82.46,1,676.8333333333334,0.0,True,-0.246094
